,title,company_name,location,via,description,job_highlights,related_links,extensions,job_id,thumbnail,posted_at,schedule_type,date_time,search_term,search_location,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,commute_time
0,Senior Data Analyst,Công Ty Tài Chính Mirae Asset (Việt Nam),"Hồ Chí Minh, Thành phố Hồ Chí Minh",qua CareerBuilder,"• Build data mart for Underwriting Department to perform standard UND performance reports daily, weekly, monthly including automatic report types and/or ad-hoc reports as requirement.
• Perform 3rd Party Service Management reports: Ekyc, OCR, Auto Call, Auto Verification Information service,…
• Handle payment reconciliation with Underwriting’s vendors.
• Gathering, interpreting gathered data and performing data analysis along with understanding Risk Indicators to improve the quality of underwriting aspects.
• Assist Underwriting Department with dashboard and report generation.","[{'items': ['• Build data mart for Underwriting Department to perform standard UND performance reports daily, weekly, monthly including automatic report types and/or ad-hoc reports as requirement.\n• Perform 3rd Party Service Management reports: Ekyc, OCR, Auto Call, Auto Verification Information service,…\n• Handle payment reconciliation with Underwriting’s vendors.\n• Gathering, interpreting gathered data and performing data analysis along with understanding Risk Indicators to improve the quality of underwriting aspects.\n• Assist Underwriting Department with dashboard and report generation.']}]","[{'link': 'http://mafc.com.vn/', 'text': 'mafc.com.vn'}, {'link': 'https://www.google.com.vn/search?gl=vn&hl=vi&q=C%C3%B4ng+Ty+T%C3%A0i+Ch%C3%ADnh+Mirae+Asset+(Vi%E1%BB%87t+Nam)&sa=X&ved=0ahUKEwiknLbah5z9AhU6jIkEHaykDocQmJACCOwG', 'text': 'Xem kết quả trên web cho Công Ty Tài Chính Mirae Asset (Việt Nam)'}]","['3 giờ trước', 'Toàn thời gian']",eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBBbmFseXN0IiwiaHRpZG9jaWQiOiJoNDFDRmNHdW9DZ0FBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJcFNHOGdRMmhwSUUxcGJtZ2dRMmwwZVN4SWJ5QkRhR2tnVFdsdWFDQkRhWFI1TEZacFpYUnVZVzAiLCJnbCI6InZuIiwiaGwiOiJ2aSIsImZjIjoiRXJjQ0N2Y0JRVU5RZDJwcVUxTktXRmhMYnpCd2MxZEZha1ZGTlUxc2NXUmxPSFE1WVZwb1IzcE9hMmxUV2pCR2RXWjNSRkpLZVRST05XWm9ha3hJTFRaeUxUTnROMFpxV0d0SFlrUlVZazl5YUVFNVMwWTBORE0zV0MxNFZsZFVVemhqWkhObldFcERjbUZRTlcxRlIwOTFYMEpGVWxaNk5tVkRZbkV6Wm14WU5XRXpOV3RCVUdzMmIybDRaRWxyVm1KNWFGbzJVRmxKZURoQmJHVnVSalF5YWxGSE56QnBhRFE1TFZSR2VUYzFNMU5mU21sbVUyWkljWEpvV0dsSExYSnlSRlJoYm1RMWQydEpZMU5KWkc5dVFrbzJSMEoyV21SRlkxSkJSa1pQV0d4YVZHOXBZbkV6Um05SVZXdGZhWGRNYm1aYVZYVnJWWGhaY3hJWFZtcEVkbGsyVTFwQ1luRlpjSFJSVUhKTmJUWjFRV2NhSWtGR1h6Wk5RVTB3Y1d3MWJVdG1NSGRFVEU1UVRteG9TakJRWTJOc09WazNVbmMiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfU4uxJHGoW4gdOG6oWkgQ2FyZWVyQnVpbGRlciIsImxpbmsiOiJodHRwczovL2NhcmVlcmJ1aWxkZXIudm4vdmkvdGltLXZpZWMtbGFtL3Nlbmlvci1kYXRhLWFuYWx5c3QuMzVCQjZGRTMuaHRtbD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,,3 giờ trước,Toàn thời gian,2023-02-17 14:47:25.952666,data analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,
1,Senior Data Analyst,VietCredit Finance Company,"Hồ Chí Minh, Thành phố Hồ Chí Minh",qua LinkedIn Vietnam,"KHỐI QUẢN LÝ RỦI RO VIETCREDIT TUYỂN DỤNG: CHUYÊN VIÊN/CHUYÊN GIA PHÂN TÍCH DỮ LIỆU

MÔ TẢ CÔNG VIỆC
• Xây dựng datamark tối ưu trong công tác quản trị dữ liệu hàng ngày;
• Xây dựng các báo cáo hàng tuần, hàng tháng theo các chỉ số yêu cầu;
• Phân tích dữ liệu theo các yêu cầu định kỳ/ đột xuất phục vụ việc quản lý công tác Thu hồi nợ, quản lý rủi ro của Công ty từ các cấp quản lý;
• Hỗ trợ phòng ban trong việc đánh giá các dự án đang triển khai, chính sách đang áp dụng.

YÊU CẦU

Trình độ
• Học vấn: Cử nhân trở lên, tốt nghiệp các ngành liên quan MIS/ information system, Data Science, IT, Business Analyst, Mathematics, Statistics hoặc các ngành tương đương;
• Ngoại ngữ: Tiếng Anh lưu loát là lợi thế

Kinh nghiệm
• Có ít nhất 4 năm kinh nghiệm phân tích dữ liệu thuộc phòng ban QLRR trong các định chế tài chính hoặc ngân hàng lớn;
• Có kinh nghiệm làm việc với các hệ quản trị CSDL Oracle, MS SQL Server; các công cụ BI như: Tableau, PowerBI, OracleBI;
• Có kỹ năng phân tích, tổng hợp dữ... liệu, sử dụng các ngôn ngữ như: SQL (Mandatory); VBA/Python/R là lợi thế.

Kỹ năng:
• Khả năng phân tích, tổng hợp, tư duy logic;
• Chủ động trong công việc, năng động, nhiệt tình;
• Kỹ năng làm việc độc lập.

Khác:
• Trung thực, thẳng thắn, có tư duy mở, ham học hỏi;
• Chịu được áp lực cao, có tham vọng phát triển lâu dài với công việc QLRR;
• Có khả năng thích nghi với môi trường tốt, gắn bó lâu dài với tổ chức;
• Tuân thủ tuyệt đối các quy định, kỷ luật tốt.

THỜI GIAN LÀM VIỆC: 8H30 - 17H30, T2 - T6.

ĐỊA ĐIỂM LÀM VIỆC: tòa nhà DREAMPLEX, 195 Điện Biên Phủ, Phường 15, Q. Bình Thạnh, HCM","[{'items': ['KHỐI QUẢN LÝ RỦI RO VIETCREDIT TUYỂN DỤNG: CHUYÊN VIÊN/CHUYÊN GIA PHÂN TÍCH DỮ LIỆU\n\nMÔ TẢ CÔNG VIỆC\n• Xây dựng datamark tối ưu trong công tác quản trị dữ liệu hàng ngày;\n• Xây dựng các báo cáo hàng tuần, hàng tháng theo các chỉ số yêu cầu;\n• Phân tích dữ liệu theo các yêu cầu định kỳ/ đột xuất phục vụ việc quản lý công tác Thu hồi nợ, quản lý rủi ro của Công ty từ các cấp quản lý;\n• Hỗ trợ phòng ban trong việc đánh giá các dự án đang triển khai, chính sách đang áp dụng.\n\nYÊU CẦU\n\nTrình độ\n• Học vấn: Cử nhân trở lên, tốt nghiệp các ngành liên quan MIS/ information system, Data Science, IT, Business Analyst, Mathematics, Statistics hoặc các ngành tương đương;\n• Ngoại ngữ: Tiếng Anh lưu loát là lợi thế\n\nKinh nghiệm\n• Có ít nhất 4 năm kinh nghiệm phân tích dữ liệu thuộc phòng ban QLRR trong các định chế tài chính hoặc ngân hàng lớn;\n• Có kinh nghiệm làm việc với các hệ quản trị CSDL Oracle, MS SQL Server; các công cụ BI như: Tableau, PowerBI, OracleBI;\n• Có kỹ năng phân tích, tổng hợp dữ... liệu, sử dụng các ngôn ngữ như: SQL (Mandatory); VBA/Python/R là lợi thế.\n\nKỹ năng:\n• Khả năng phân tích, tổng hợp, tư duy logic;\n• Chủ động trong công việc, năng động, nhiệt tình;\n• Kỹ năng làm việc độc lập.\n\nKhác:\n• Trung thực, thẳng thắn, có tư duy mở, ham học hỏi;\n• Chịu được áp lực cao, có tham vọng phát triển lâu dài với công việc QLRR;\n• Có khả năng thích nghi với môi trường tốt, gắn bó lâu dài với tổ chức;\n• Tuân thủ tuyệt đối các quy định, kỷ luật tốt.\n\nTHỜI GIAN LÀM VIỆC: 8H30 - 17H30, T2 - T6.\n\nĐỊA ĐIỂM LÀM VIỆC: tòa nhà DREAMPLEX, 195 Điện Biên Phủ, Phường 15, Q. Bình Thạnh, HCM']}]","[{'link': 'https://www.google.com.vn/search?gl=vn&hl=vi&q=VietCredit+Finance+Company&sa=X&ved=0ahUKEwiknLbah5z9AhU6jIkEHaykDocQmJACCJYH', 'text': 'Xem kết quả trên web cho VietCredit Finance Company'}]","['24 giờ trước', 'Toàn thời gian']",eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBBbmFseXN0IiwiaHRpZG9jaWQiOiJkWEltam1JaGwtd0FBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJcFNHOGdRMmhwSUUxcGJtZ2dRMmwwZVN4SWJ5QkRhR2tnVFdsdWFDQkRhWFI1TEZacFpYUnVZVzAiLCJnbCI6InZuIiwiaGwiOiJ2aSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJOLsSRxqFuIHThuqFpIExpbmtlZEluIFZpZXRuYW0iLCJsaW5rIjoiaHR0cHM6Ly92bi5saW5rZWRpbi5jb20vam9icy92aWV3L3Nlbmlvci1kYXRhLWFuYWx5c3QtYXQtdmlldGNyZWRpdC1maW5hbmNlLWNvbXBhbnktMzQ4NTY2NDk4Mz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjQacB3UR_9ooaru8Dfwq-2uPz54wz3dXWZtqMmuA&s,24 giờ trước,Toàn thời gian,2023-02-17 14:47:25.952666,data analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,
2,Business Data Analyst,Circle K Vietnam,"Hồ Chí Minh, Thành phố Hồ Chí Minh",qua LinkedIn Vietnam,"I. Job Purpose:
• This is a data analysis position. You will work with Power BI tools and data sources to generate reports.
• As well as generating reports you will be required to ensure data set is probably for analysis and make sure data is accurate between many systems.
• Build Dashboard on Power BI based on current excel report.

II. Job Requirements:
• Create and maintain products database on Data Warehouse to support business processes and data extraction with a unique product across the company.
• Ensuring compliance, accurate with reporting procedures by examining records and data base.
• Analyze sales performance and classify ABC analysis
• Preparation of inventory-related reports for reference in decision-making.
• Creation of daily, weekly and monthly sales reports (either in numerical or graphical presentation).
• Gather data from different sources and platforms to create reports used for inventory, sales, category analysis and overall evaluation.
• Identification of... discrepancies and their root causes, including presentation of data to the management and relevant departments.
• Recommendation of processes modifications to further improve the data gathering and analysis
• Implement periodic reports and other assignments form Line Managers

III. Job Requirements:
• Bachelor's degree in Statistics or Business Administration.
• At least 2 years of working experience in data analysis, statistics, planning or similar functions.
• Effective communication in Vietnamese and English.
• Proficiency in using Microsoft excel
• Experience in Power Query, Power BI & strong in DAX …is a must

IV. Benefits:
• Competitive salary (100% salary during probation)
• 13th salary
• Insurance: Social Insurance + Premium health insurance for employees
• Annual leave: up to 15 days/year
• Yearly health check, performance evaluation to revise salary
• Employee engagement activities","[{'items': [""I. Job Purpose:\n• This is a data analysis position. You will work with Power BI tools and data sources to generate reports.\n• As well as generating reports you will be required to ensure data set is probably for analysis and make sure data is accurate between many systems.\n• Build Dashboard on Power BI based on current excel report.\n\nII. Job Requirements:\n• Create and maintain products database on Data Warehouse to support business processes and data extraction with a unique product across the company.\n• Ensuring compliance, accurate with reporting procedures by examining records and data base.\n• Analyze sales performance and classify ABC analysis\n• Preparation of inventory-related reports for reference in decision-making.\n• Creation of daily, weekly and monthly sales reports (either in numerical or graphical presentation).\n• Gather data from different sources and platforms to create reports used for inventory, sales, category analysis and overall evaluation.\n• Identification of... discrepancies and their root causes, including presentation of data to the management and relevant departments.\n• Recommendation of processes modifications to further improve the data gathering and analysis\n• Implement periodic reports and other assignments form Line Managers\n\nIII. Job Requirements:\n• Bachelor's degree in Statistics or Business Administration.\n• At least 2 years of working experience in data analysis, statistics, planning or similar functions.\n• Effective communication in Vietnamese and English.\n• Proficiency in using Microsoft excel\n• Experience in Power Query, Power BI & strong in DAX …is a must\n\nIV. Benefits:\n• Competitive salary (100% salary during probation)\n• 13th salary\n• Insurance: Social Insurance + Premium health insurance for employees\n• Annual leave: up to 15 days/year\n• Yearly health check, performance evaluation to revise salary\n• Employee engagement activities""]}]","[{'link': 'https://www.google.com.vn/search?gl=vn&hl=vi&q=Circle+K+Vietnam&sa=X&ved=0ahUKEwiknLbah5z9AhU6jIkEHaykDocQmJACCMAH', 'text': 'Xem kết quả trên web cho Circle K Vietnam'}]","['21 giờ trước', 'Toàn thời gian']",eyJqb2JfdGl0bGUiOiJCdXNpbmVzcyBEYXRhIEFuYWx5c3QiLCJodGlkb2NpZCI6IlBXLWRSeTRING9BQUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lwU0c4Z1EyaHBJRTFwYm1nZ1EybDBlU3hJYnlCRGFHa2dUV2x1YUNCRGFYUjVMRlpwWlhSdVlXMCIsImdsIjoidm4iLCJobCI6InZpIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ik4uxJHGoW4gdOG6oWkgTGlua2VkSW4gVmlldG5hbSIsImxpbmsiOiJodHRwczovL3ZuLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvYnVzaW5lc3MtZGF0YS1hbmFseXN0LWF0LWNpcmNsZS1rLXZpZXRuYW0tMzQ4MzI4OTkyMz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmW4PpXYb9m8No1J3S3AOjH9k2TO-xaj53URcyQzw&s,21 giờ trước,Toàn thời gian,2023-02-17 14:47:25.952666,data analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,
3,CRM Senior Data Analyst,Abbott,"Hồ Chí Minh, Thành phố Hồ Chí Minh",qua LinkedIn Vietnam,"MAIN PURPOSE OF ROLE

Validate all data loaded into data systems by establishing appropriate business rules, metrics and validation criteria. Data management and call assignment to CRM call agents.

Data analysts analyze data to spot trends or assess the response to different campaigns and use their analytical skills to find correlations between different types of data

Main Responsibilities
• Manage quality and consistency of data, train users, generate reports and input data to support organization initiatives
• Designs and implements processes and solutions associated with a wide variety of data sets used for data/text mining, analysis, modeling, and predicting to enable informed business decisions
• Gains insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources.
• Collaborates across departments and with customers to define requirements and understand business... problems.
• Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.
• Creates solutions from initial concept to fully tested production, and communicates results to a broad range of audiences. Effectively uses current and emerging technologies.
• Inherit, produce and analyze complex database queries and work directly with internal teams for additional data where needed.

CORE Skills Required
• Evidence of experience working with multiple, large datasets/warehouses, from a variety of sources & formats and ability to integrate and extract from such datasets using relevant programs and coding.
• Experience using SQL to analyze customer level data, such as POS/transactional or weblog clickstream data.
• At all points of execution, an eye for optimization & enhancement is a big plus.

Behavioral / Leadership Skill
• Excellent data analytic skills. Analytical thinking is far more important than technical skills
• Following-through: Owning & mastering assigned workflows from conception to output delivery & following up
• Decision Quality: Making good and timely decisions that keep the organization moving forward.
• Collaborates: Building partnerships and working collaboratively with others to meet shared objectives.
• Task Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm.

Language Skill

Ability to use own initiative, pro-actively think through to solutions and good communication skills in English

Computer Skill
• Excel: Intermediate to Advanced (experience with the Power suite is a plus)
• PowerBI: Advanced (end to end, from Data sources configuration to Publishing)
• Python: Optional, an advantage (ETL, automation","[{'items': ['MAIN PURPOSE OF ROLE\n\nValidate all data loaded into data systems by establishing appropriate business rules, metrics and validation criteria. Data management and call assignment to CRM call agents.\n\nData analysts analyze data to spot trends or assess the response to different campaigns and use their analytical skills to find correlations between different types of data\n\nMain Responsibilities\n• Manage quality and consistency of data, train users, generate reports and input data to support organization initiatives\n• Designs and implements processes and solutions associated with a wide variety of data sets used for data/text mining, analysis, modeling, and predicting to enable informed business decisions\n• Gains insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources.\n• Collaborates across departments and with customers to define requirements and understand business... problems.\n• Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.\n• Creates solutions from initial concept to fully tested production, and communicates results to a broad range of audiences. Effectively uses current and emerging technologies.\n• Inherit, produce and analyze complex database queries and work directly with internal teams for additional data where needed.\n\nCORE Skills Required\n• Evidence of experience working with multiple, large datasets/warehouses, from a variety of sources & formats and ability to integrate and extract from such datasets using relevant programs and coding.\n• Experience using SQL to analyze customer level data, such as POS/transactional or weblog clickstream data.\n• At all points of execution, an eye for optimization & enhancement is a big plus.\n\nBehavioral / Leadership Skill\n• Excellent data analytic skills. Analytical thinking is far more important than technical skills\n• Following-through: Owning & mastering assigned workflows from conception to output delivery & following up\n• Decision Quality: Making good and timely decisions that keep the organization moving forward.\n• Collaborates: Building partnerships and working collaboratively with others to meet shared objectives.\n• Task Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm.\n\nLanguage Skill\n\nAbility to use own initiative, pro-actively think through to solutions and good communication skills in English\n\nComputer Skill\n• Excel: Intermediate to Advanced (experience with the Power suite is a plus)\n• PowerBI: Advanced (end to end, from Data sources configuration to Publishing)\n• Python: Optional, an advantage (ETL, automation']}]","[{'link': 'http://www.abbott.com/', 'text': 'abbott.com'}, {'link': 'https://www.google.com.vn/search?gl=vn&hl=vi&q=Abbott&sa=X&ved=0ahUKEwiknLbah5z9AhU6jIkEHaykDocQmJACCOwH', 'text': 'Xem kết quả trên web cho Abbott'}]","['19 giờ trước', 'Toàn thời gian']",eyJqb2JfdGl0bGUiOiJDUk0gU2VuaW9yIERhdGEgQW5hbHlzdCIsImh0aWRvY2lkIjoiWDZ0SHZkSS0yNTRBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSXBTRzhnUTJocElFMXBibWdnUTJsMGVTeElieUJEYUdrZ1RXbHVhQ0JEYVhSNUxGWnBaWFJ1WVcwIiwiZ2wiOiJ2biIsImhsIjoidmkiLCJmYyI6IkVzd0JDb3dCUVVOUWQycHFVVE5mYzNaSE1tVlJOVEZXVGs5elprMUdYM0pTWlhGNFltRlphRWR4T0VnMlZISjBRazFQY1VOWmVubFpkbTlCWVhaUmRIbGFVRk00TUVsd1pGWmhlRmhPVTB0S1NFWjVWMmxqTUdrMWJEUXhWakpKTkV0S2NFSmlWbkpRVFhCV1RWTnZhbEJ1ZUhOMWVYVjFWbFpDYlZCUmNERnBRVkF5Wkc5dFdIVnpaUzFRVWs1blpFZ1NGMVpxUkhaWk5sTmFRbUp4V1hCMFVWQnlUVzAyZFVGbkdpSkJSbDgyVFVGUGJtWkNkV1JvWHpkSVRYWXliMTk2WXpGSGIwSkdjbmxhUmpCMyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiTi7EkcahbiB04bqhaSBMaW5rZWRJbiBWaWV0bmFtIiwibGluayI6Imh0dHBzOi8vdm4ubGlua2VkaW4uY29tL2pvYnMvdmlldy9jcm0tc2VuaW9yLWRhdGEtYW5hbHlzdC1hdC1hYmJvdHQtMzQ4NjExNjkxNj91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFEsyad5KlnzgpYY1itnes7spqYHEFL4389hyKLE8&s,19 giờ trước,Toàn thời gian,2023-02-17 14:47:25.952666,data analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,
4,Chuyên Viên Business Analyst Marketing,Công Ty TNHH Kỹ Thuật Số Thịnh Phát,"Hồ Chí Minh, Thành phố Hồ Chí Minh",qua JobsGO,"Mô tả công việc
- Nghiên cứu và xác định nhu cầu của doanh nghiệp để xác định tính năng nào được đưa vào sản phẩm và đưa ra các ý tưởng về tính năng sản phẩm
- Hỗ trợ lập kế hoạch và xây dựng phiên bản game, quà tặng, các chương trình event, promotion in game v.v.
- Làm việc có logic, biết kiểm tra kết quả dự án, sản phẩm cạnh tranh và nghiên cứu xu hướng thị trường.
- Đóng vai trò là đầu mối làm việc giữa bộ phận phát triển sản phẩm và các nhóm khác như Marketing, Data, IT, CS, Finance,...
- Lên ý tưởng kế hoạch đăng bài cộng đồng
- Hỗ trợ các công việc khác cùng với team marketing
- Sử dụng dữ liệu kinh doanh để xác định xu hướng và xây dựng mô hình để dự đoán những gì có thể xảy ra trong tương lai của hoạt động Marketing
- Phân tích hiệu quả quy trình kinh doanh, thị trường và yêu cầu của khách hàng, khám phá các lĩnh vực cần cải thiện.
- Làm việc với các Team để đảm bảo hiểu rõ các yêu cầu kinh doanh, xem qua đặc điểm kỹ thuật, Hỏi & Đáp, tham khảo các giải pháp hoặc tìm ra các... vấn đề liên quan tới các hoạt động kinh doanh

Yêu cầu công việc
- Tốt nghiệp ĐH
- Có bằng Công nghệ thông tin hoặc Khoa học máy tính hoặc lĩnh vực liên quan.
- Kỹ năng giao tiếp tiếng Anh tốt (nói và viết);
- Ưu tiên các ứng viên giỏi tính toán, hiểu biết về ngành IT
- Có khoảng 1-3 năm kinh nghiệm làm việc ở vị trí BA hoặc vị trí tương đương
- Có tư duy logic, có khả năng sắp xếp và tổng hợp thông tin một cách có hệ thống.

Quyền lợi được hưởng
- Laptop
- Chế độ bảo hiểm
- Du Lịch
- Phụ cấp
- Du lịch nước ngoài
- Đồng phục
- Chế độ thưởng
- Chăm sóc sức khỏe
- Đào tạo
- Tăng lương
- Công tác phí
- Phụ cấp thâm niên
- Nghỉ phép năm","[{'items': ['Mô tả công việc\n- Nghiên cứu và xác định nhu cầu của doanh nghiệp để xác định tính năng nào được đưa vào sản phẩm và đưa ra các ý tưởng về tính năng sản phẩm\n- Hỗ trợ lập kế hoạch và xây dựng phiên bản game, quà tặng, các chương trình event, promotion in game v.v.\n- Làm việc có logic, biết kiểm tra kết quả dự án, sản phẩm cạnh tranh và nghiên cứu xu hướng thị trường.\n- Đóng vai trò là đầu mối làm việc giữa bộ phận phát triển sản phẩm và các nhóm khác như Marketing, Data, IT, CS, Finance,...\n- Lên ý tưởng kế hoạch đăng bài cộng đồng\n- Hỗ trợ các công việc khác cùng với team marketing\n- Sử dụng dữ liệu kinh doanh để xác định xu hướng và xây dựng mô hình để dự đoán những gì có thể xảy ra trong tương lai của hoạt động Marketing\n- Phân tích hiệu quả quy trình kinh doanh, thị trường và yêu cầu của khách hàng, khám phá các lĩnh vực cần cải thiện.\n- Làm việc với các Team để đảm bảo hiểu rõ các yêu cầu kinh doanh, xem qua đặc điểm kỹ thuật, Hỏi & Đáp, tham khảo các giải pháp hoặc tìm ra các... vấn đề liên quan tới các hoạt động kinh doanh\n\nYêu cầu công việc\n- Tốt nghiệp ĐH\n- Có bằng Công nghệ thông tin hoặc Khoa học máy tính hoặc lĩnh vực liên quan.\n- Kỹ năng giao tiếp tiếng Anh tốt (nói và viết);\n- Ưu tiên các ứng viên giỏi tính toán, hiểu biết về ngành IT\n- Có khoảng 1-3 năm kinh nghiệm làm việc ở vị trí BA hoặc vị trí tương đương\n- Có tư duy logic, có khả năng sắp xếp và tổng hợp thông tin một cách có hệ thống.\n\nQuyền lợi được hưởng\n- Laptop\n- Chế độ bảo hiểm\n- Du Lịch\n- Phụ cấp\n- Du lịch nước ngoài\n- Đồng phục\n- Chế độ thưởng\n- Chăm sóc sức khỏe\n- Đào tạo\n- Tăng lương\n- Công tác phí\n- Phụ cấp thâm niên\n- Nghỉ phép năm']}]","[{'link': 'https://www.google.com.vn/search?gl=vn&hl=vi&q=C%C3%B4ng+Ty+TNHH+K%E1%BB%B9+Thu%E1%BA%ADt+S%E1%BB%91+Th%E1%BB%8Bnh+Ph%C3%A1t&sa=X&ved=0ahUKEwiknLbah5z9AhU6jIkEHaykDocQmJACCJYI', 'text': 'Xem kết quả trên web cho Công Ty TNHH Kỹ Thuật Số Thịnh Phát'}]","['15 giờ trước', 'Toàn thời gian']",eyJqb2JfdGl0bGUiOiJDaHV5w6puIFZpw6puIEJ1c2luZXNzIEFuYWx5c3QgTWFya2V0aW5nIiwiaHRpZG9jaWQiOiJVVEUzUk1nazNlc0FBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJcFNHOGdRMmhwSUUxcGJtZ2dRMmwwZVN4SWJ5QkRhR2tnVFdsdWFDQkRhWFI1TEZacFpYUnVZVzAiLCJnbCI6InZuIiwiaGwiOiJ2aSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiLGr8yBbmcgdHV5w6rMiW4gdHLGsMyjYyB0acOqzIFwIHRyw6puIEpvYnNHTyIsImxpbmsiOiJodHRwczovL2pvYnNnby52bi92aWVjLWxhbS9jaHV5ZW4tdmllbi1idXNpbmVzcy1hbmFseXN0LW1hcmtldGluZy0xNDYxNTcxNTkxMy5odG1sP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaCX6Zca__UZQzBaalhpsO3Qkn2YrAUqcuscHM6qQ&s,15 giờ trước,Toàn thời gian,2023-02-17 14:47:25.952666,data analyst,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",,,,,
